time,sensor(1),sensor(2),sensor(3),sensor(4),time.1,act,time.2,volt,time.3,reward,theta_wrapped,phi_wrapped
0.2351,0.06727,2.648,-6.135,-16.35,3.44,6.09e-05,0.2351,-7.85,3.44,0.9972,0.1683,-8.951e-05
0.2352,0.06684,2.647,-6.135,-16.34,3.445,6.009e-05,0.2352,-7.85,3.445,0.9972,0.1683,-8.922e-05
0.2353,0.06627,2.645,-6.136,-16.34,3.45,5.906e-05,0.2353,-7.85,3.45,0.9972,0.1683,-8.893e-05
0.2354,0.0657,2.644,-6.137,-16.34,3.455,5.772e-05,0.2354,-7.85,3.455,0.9972,0.1684,-8.865e-05
0.2355,0.06498,2.642,-6.138,-16.33,3.46,5.654e-05,0.2355,-7.85,3.46,0.9972,0.1684,-8.838e-05
0.2356,0.06411,2.639,-6.139,-16.33,3.465,5.568e-05,0.2356,-7.85,3.465,0.9972,0.1684,-8.811e-05
0.2358,0.06294,2.636,-6.141,-16.32,3.47,5.492e-05,0.2358,-7.85,3.47,0.9972,0.1685,-8.785e-05
0.2361,0.06137,2.632,-6.143,-16.31,3.475,5.359e-05,0.2361,-7.85,3.475,0.9972,0.1685,-8.759e-05
0.2364,0.05901,2.626,-6.146,-16.3,3.48,5.273e-05,0.2364,-7.85,3.48,0.9972,0.1685,-8.733e-05
0.2371,0.05502,2.615,-6.15,-16.27,3.485,5.183e-05,0.2371,-7.85,3.485,0.9972,0.1686,-8.708e-05
0.2385,0.04626,2.592,-6.157,-16.21,3.49,5.077e-05,0.2385,-7.85,3.49,0.9972,0.1686,-8.682e-05
0.24,0.03716,2.568,-6.16,-16.15,3.495,4.949e-05,0.24,-7.979,3.495,0.9972,0.1686,-8.656e-05
0.2401,0.03683,2.567,-6.16,-16.14,3.5,4.844e-05,0.2401,-7.979,3.5,0.9972,0.1686,-8.63e-05
0.2402,0.03617,2.566,-6.16,-16.14,3.505,4.745e-05,0.2402,-7.979,3.505,0.9972,0.1687,-8.603e-05
0.2402,0.03565,2.564,-6.16,-16.14,3.51,4.674e-05,0.2402,-7.979,3.51,0.9972,0.1687,-8.576e-05
0.2404,0.03477,2.562,-6.16,-16.13,3.515,4.619e-05,0.2404,-7.979,3.515,0.9972,0.1687,-8.548e-05
0.2405,0.03389,2.56,-6.16,-16.12,3.52,4.504e-05,0.2405,-7.979,3.52,0.9972,0.1688,-8.519e-05
0.2407,0.0327,2.557,-6.161,-16.11,3.525,4.42e-05,0.2407,-7.979,3.525,0.9972,0.1688,-8.49e-05
0.241,0.03116,2.553,-6.161,-16.1,3.53,4.347e-05,0.241,-7.979,3.53,0.9972,0.1688,-8.459e-05
0.2414,0.0287,2.546,-6.161,-16.08,3.535,4.233e-05,0.2414,-7.979,3.535,0.9971,0.1688,-8.429e-05
0.2421,0.02453,2.535,-6.162,-16.05,3.54,4.14e-05,0.2421,-7.979,3.54,0.9971,0.1689,-8.397e-05
0.2436,0.01509,2.511,-6.16,-15.96,3.545,4.07e-05,0.2436,-7.979,3.545,0.9971,0.1689,-8.364e-05
0.245,0.006358,2.488,-6.155,-15.88,3.55,4.002e-05,0.245,-7.944,3.55,0.9971,0.1689,-8.331e-05
0.2451,0.005646,2.486,-6.155,-15.88,3.555,3.916e-05,0.2451,-7.944,3.555,0.9971,0.1689,-8.296e-05
0.2453,0.004221,2.483,-6.154,-15.86,3.56,3.83e-05,0.2453,-7.944,3.56,0.9971,0.169,-8.26e-05
0.2455,0.003157,2.48,-6.153,-15.85,3.565,3.771e-05,0.2455,-7.944,3.565,0.9971,0.169,-8.223e-05
0.2459,0.0008454,2.474,-6.151,-15.83,3.57,3.716e-05,0.2459,-7.944,3.57,0.9971,0.169,-8.185e-05
0.2463,-0.001465,2.468,-6.149,-15.81,3.575,3.651e-05,0.2463,-7.944,3.575,0.9971,0.169,-8.146e-05
0.2471,-0.006488,2.455,-6.145,-15.76,3.58,3.592e-05,0.2471,-7.944,3.58,0.9971,0.1691,-8.106e-05
0.2487,-0.01663,2.429,-6.134,-15.65,3.585,3.51e-05,0.2487,-7.944,3.585,0.9971,0.1691,-8.065e-05
0.25,-0.02435,2.409,-6.125,-15.57,3.59,3.45e-05,0.25,-7.77,3.59,0.9971,0.1691,-8.022e-05
0.25,-0.02457,2.409,-6.125,-15.56,3.595,3.382e-05,0.25,-7.77,3.595,0.9971,0.1691,-7.979e-05
0.2501,-0.025,2.408,-6.124,-15.56,3.6,3.316e-05,0.2501,-7.77,3.6,0.9971,0.1692,-7.934e-05
0.2502,-0.02543,2.407,-6.124,-15.56,3.605,3.242e-05,0.2502,-7.77,3.605,0.9971,0.1692,-7.889e-05
0.2503,-0.0261,2.405,-6.123,-15.55,3.61,3.204e-05,0.2503,-7.77,3.61,0.9971,0.1692,-7.842e-05
0.2504,-0.02677,2.403,-6.122,-15.54,3.615,3.179e-05,0.2504,-7.77,3.615,0.9971,0.1692,-7.794e-05
0.2505,-0.02764,2.401,-6.12,-15.53,3.62,3.125e-05,0.2505,-7.77,3.62,0.9971,0.1693,-7.745e-05
0.2507,-0.02871,2.398,-6.118,-15.52,3.625,3.064e-05,0.2507,-7.77,3.625,0.9971,0.1693,-7.695e-05
0.251,-0.03021,2.395,-6.116,-15.5,3.63,3.022e-05,0.251,-7.77,3.63,0.9971,0.1693,-7.644e-05
0.2513,-0.03238,2.389,-6.112,-15.47,3.635,2.936e-05,0.2513,-7.77,3.635,0.9971,0.1693,-7.593e-05
0.2519,-0.03604,2.38,-6.106,-15.43,3.64,2.919e-05,0.2519,-7.77,3.64,0.9971,0.1693,-7.54e-05
0.2531,-0.04344,2.361,-6.094,-15.34,3.645,2.877e-05,0.2531,-7.77,3.645,0.9971,0.1694,-7.486e-05
0.255,-0.05485,2.333,-6.074,-15.2,3.65,2.852e-05,0.255,-7.192,3.65,0.9971,0.1694,-7.431e-05
0.255,-0.05496,2.332,-6.074,-15.2,3.655,2.809e-05,0.255,-7.192,3.655,0.9971,0.1694,-7.375e-05
0.2551,-0.05519,2.332,-6.073,-15.2,3.66,2.778e-05,0.2551,-7.192,3.66,0.9971,0.1694,-7.319e-05
0.2551,-0.05541,2.331,-6.073,-15.19,3.665,2.739e-05,0.2551,-7.192,3.665,0.9971,0.1695,-7.262e-05
0.2551,-0.05572,2.33,-6.072,-15.19,3.67,2.7e-05,0.2551,-7.192,3.67,0.9971,0.1695,-7.204e-05
0.2552,-0.0561,2.329,-6.071,-15.19,3.675,2.673e-05,0.2552,-7.192,3.675,0.9971,0.1695,-7.145e-05
0.2553,-0.05649,2.328,-6.07,-15.18,3.68,2.613e-05,0.2553,-7.192,3.68,0.9971,0.1695,-7.086e-05
0.2554,-0.05699,2.327,-6.069,-15.17,3.685,2.597e-05,0.2554,-7.192,3.685,0.9971,0.1695,-7.026e-05
0.2554,-0.05749,2.326,-6.067,-15.17,3.69,2.563e-05,0.2554,-7.192,3.69,0.9971,0.1696,-6.965e-05
0.2556,-0.05819,2.324,-6.065,-15.16,3.695,2.541e-05,0.2556,-7.192,3.695,0.9971,0.1696,-6.904e-05
0.2557,-0.05889,2.322,-6.063,-15.15,3.7,2.538e-05,0.2557,-7.192,3.7,0.9971,0.1696,-6.842e-05
0.2558,-0.05998,2.32,-6.06,-15.13,3.705,2.488e-05,0.2558,-7.192,3.705,0.9971,0.1696,-6.78e-05
0.2561,-0.06136,2.316,-6.056,-15.11,3.71,2.477e-05,0.2561,-7.192,3.71,0.9971,0.1696,-6.717e-05
0.2564,-0.06345,2.311,-6.05,-15.09,3.715,2.45e-05,0.2564,-7.192,3.715,0.9971,0.1696,-6.654e-05
0.2569,-0.06666,2.303,-6.041,-15.04,3.72,2.44e-05,0.2569,-7.192,3.72,0.9971,0.1697,-6.591e-05
0.258,-0.07318,2.287,-6.022,-14.95,3.725,2.421e-05,0.258,-7.192,3.725,0.9971,0.1697,-6.527e-05
0.26,-0.08501,2.258,-5.99,-14.78,3.73,2.385e-05,0.26,-6.708,3.73,0.9971,0.1697,-6.463e-05
0.26,-0.08513,2.257,-5.99,-14.78,3.735,2.372e-05,0.26,-6.708,3.735,0.9971,0.1697,-6.399e-05
0.2601,-0.08537,2.257,-5.989,-14.78,3.74,2.34e-05,0.2601,-6.708,3.74,0.9971,0.1697,-6.335e-05
0.2601,-0.08562,2.256,-5.988,-14.77,3.745,2.365e-05,0.2601,-6.708,3.745,0.9971,0.1698,-6.27e-05
0.2602,-0.08595,2.255,-5.987,-14.77,3.75,2.349e-05,0.2602,-6.708,3.75,0.9971,0.1698,-6.206e-05
0.2602,-0.08637,2.254,-5.986,-14.76,3.755,2.327e-05,0.2602,-6.708,3.755,0.9971,0.1698,-6.141e-05
0.2603,-0.08678,2.253,-5.984,-14.76,3.76,2.287e-05,0.2603,-6.708,3.76,0.9971,0.1698,-6.077e-05
0.2604,-0.08732,2.252,-5.982,-14.75,3.765,2.289e-05,0.2604,-6.708,3.765,0.9971,0.1698,-6.012e-05
0.2605,-0.08787,2.251,-5.98,-14.74,3.77,2.262e-05,0.2605,-6.708,3.77,0.9971,0.1698,-5.948e-05
0.2606,-0.08865,2.249,-5.977,-14.73,3.775,2.263e-05,0.2606,-6.708,3.775,0.9971,0.1699,-5.884e-05
0.2608,-0.0896,2.246,-5.974,-14.71,3.78,2.249e-05,0.2608,-6.708,3.78,0.9971,0.1699,-5.82e-05
0.261,-0.0909,2.243,-5.969,-14.69,3.785,2.229e-05,0.261,-6.708,3.785,0.9971,0.1699,-5.756e-05
0.2613,-0.09266,2.239,-5.963,-14.67,3.79,2.241e-05,0.2613,-6.708,3.79,0.9971,0.1699,-5.692e-05
0.2618,-0.09546,2.232,-5.953,-14.62,3.795,2.241e-05,0.2618,-6.708,3.795,0.9971,0.1699,-5.629e-05
0.2626,-0.1006,2.219,-5.936,-14.55,3.8,2.214e-05,0.2626,-6.708,3.8,0.9971,0.1699,-5.566e-05
0.265,-0.1147,2.185,-5.89,-14.33,3.805,2.213e-05,0.265,-6.329,3.805,0.9971,0.17,-5.503e-05
0.265,-0.1148,2.184,-5.889,-14.32,3.81,2.18e-05,0.265,-6.329,3.81,0.9971,0.17,-5.441e-05
0.2651,-0.1151,2.184,-5.888,-14.32,3.815,2.17e-05,0.2651,-6.329,3.815,0.9971,0.17,-5.379e-05
0.2651,-0.1154,2.183,-5.888,-14.31,3.82,2.18e-05,0.2651,-6.329,3.82,0.9971,0.17,-5.318e-05
0.2652,-0.1158,2.182,-5.886,-14.31,3.825,2.149e-05,0.2652,-6.329,3.825,0.9971,0.17,-5.257e-05
0.2652,-0.1161,2.181,-5.885,-14.3,3.83,2.161e-05,0.2652,-6.329,3.83,0.9971,0.17,-5.197e-05
0.2653,-0.1167,2.18,-5.883,-14.29,3.835,2.142e-05,0.2653,-6.329,3.835,0.9971,0.17,-5.137e-05
0.2654,-0.1172,2.179,-5.881,-14.28,3.84,2.139e-05,0.2654,-6.329,3.84,0.9971,0.1701,-5.077e-05
0.2656,-0.1179,2.177,-5.878,-14.27,3.845,2.127e-05,0.2656,-6.329,3.845,0.9971,0.1701,-5.019e-05
0.2657,-0.1187,2.175,-5.875,-14.26,3.85,2.114e-05,0.2657,-6.329,3.85,0.9971,0.1701,-4.96e-05
0.2659,-0.1199,2.172,-5.871,-14.24,3.855,2.12e-05,0.2659,-6.329,3.855,0.9971,0.1701,-4.903e-05
0.2661,-0.1214,2.168,-5.865,-14.22,3.86,2.106e-05,0.2661,-6.329,3.86,0.9971,0.1701,-4.846e-05
0.2666,-0.1239,2.162,-5.856,-14.17,3.865,2.086e-05,0.2666,-6.329,3.865,0.9971,0.1701,-4.789e-05
0.2673,-0.128,2.153,-5.841,-14.11,3.87,2.089e-05,0.2673,-6.329,3.87,0.9971,0.1701,-4.734e-05
0.2689,-0.1375,2.13,-5.809,-13.95,3.875,2.075e-05,0.2689,-6.329,3.875,0.9971,0.1702,-4.678e-05
0.27,-0.1439,2.114,-5.788,-13.84,3.88,2.081e-05,0.27,-5.721,3.88,0.9971,0.1702,-4.624e-05
0.27,-0.144,2.114,-5.788,-13.84,3.885,2.064e-05,0.27,-5.721,3.885,0.9971,0.1702,-4.57e-05
0.2701,-0.1442,2.114,-5.787,-13.84,3.89,2.046e-05,0.2701,-5.721,3.89,0.9971,0.1702,-4.517e-05
0.2701,-0.1444,2.113,-5.786,-13.83,3.895,2.057e-05,0.2701,-5.721,3.895,0.9971,0.1702,-4.465e-05
0.2701,-0.1447,2.112,-5.785,-13.83,3.9,2.027e-05,0.2701,-5.721,3.9,0.9971,0.1702,-4.413e-05
0.2702,-0.145,2.112,-5.784,-13.82,3.905,2.035e-05,0.2702,-5.721,3.905,0.9971,0.1702,-4.363e-05
0.2703,-0.1454,2.111,-5.782,-13.82,3.91,1.989e-05,0.2703,-5.721,3.91,0.9971,0.1702,-4.312e-05
0.2703,-0.1459,2.11,-5.78,-13.81,3.915,2.015e-05,0.2703,-5.721,3.915,0.9971,0.1703,-4.263e-05
0.2704,-0.1463,2.109,-5.779,-13.8,3.92,2.019e-05,0.2704,-5.721,3.92,0.9971,0.1703,-4.214e-05
0.2705,-0.147,2.107,-5.776,-13.79,3.925,1.999e-05,0.2705,-5.721,3.925,0.9971,0.1703,-4.166e-05
0.2706,-0.1476,2.105,-5.773,-13.78,3.93,1.96e-05,0.2706,-5.721,3.93,0.9971,0.1703,-4.119e-05
0.2708,-0.1486,2.103,-5.769,-13.76,3.935,1.966e-05,0.2708,-5.721,3.935,0.9971,0.1703,-4.073e-05
0.271,-0.1498,2.1,-5.764,-13.74,3.94,1.963e-05,0.271,-5.721,3.94,0.9971,0.1703,-4.027e-05
0.2713,-0.1516,2.096,-5.756,-13.71,3.945,1.949e-05,0.2713,-5.721,3.945,0.9971,0.1703,-3.982e-05
0.2718,-0.1544,2.089,-5.745,-13.66,3.95,1.947e-05,0.2718,-5.721,3.95,0.9971,0.1703,-3.938e-05
0.2727,-0.1596,2.077,-5.725,-13.56,3.955,1.923e-05,0.2727,-5.721,3.955,0.9971,0.1704,-3.894e-05
0.275,-0.1725,2.046,-5.678,-13.33,3.96,1.908e-05,0.275,-4.971,3.96,0.9971,0.1704,-3.852e-05
0.275,-0.1726,2.046,-5.678,-13.33,3.965,1.896e-05,0.275,-4.971,3.965,0.9971,0.1704,-3.81e-05
0.275,-0.1728,2.046,-5.677,-13.33,3.97,1.913e-05,0.275,-4.971,3.97,0.9971,0.1704,-3.768e-05
0.2751,-0.173,2.045,-5.676,-13.32,3.975,1.875e-05,0.2751,-4.971,3.975,0.9971,0.1704,-3.727e-05
0.2751,-0.1732,2.045,-5.675,-13.32,3.98,1.889e-05,0.2751,-4.971,3.98,0.9971,0.1704,-3.688e-05
0.2752,-0.1736,2.044,-5.674,-13.31,3.985,1.851e-05,0.2752,-4.971,3.985,0.9971,0.1704,-3.648e-05
0.2752,-0.1739,2.043,-5.672,-13.31,3.99,1.819e-05,0.2752,-4.971,3.99,0.9971,0.1704,-3.61e-05
0.2753,-0.1743,2.042,-5.67,-13.3,3.995,1.834e-05,0.2753,-4.971,3.995,0.9971,0.1704,-3.572e-05
0.2754,-0.1747,2.041,-5.669,-13.29,4.0,1.812e-05,0.2754,-4.971,4.0,0.9971,0.1705,-3.535e-05
0.2755,-0.1752,2.04,-5.666,-13.28,4.005,1.814e-05,0.2755,-4.971,4.005,0.9971,0.1705,-3.499e-05
0.2756,-0.1758,2.039,-5.663,-13.27,4.01,1.804e-05,0.2756,-4.971,4.01,0.9971,0.1705,-3.463e-05
0.2757,-0.1766,2.037,-5.66,-13.25,4.015,1.778e-05,0.2757,-4.971,4.015,0.9971,0.1705,-3.427e-05
0.2759,-0.1775,2.035,-5.655,-13.24,4.02,1.753e-05,0.2759,-4.971,4.02,0.9971,0.1705,-3.393e-05
0.2761,-0.1789,2.032,-5.649,-13.21,4.025,1.729e-05,0.2761,-4.971,4.025,0.9971,0.1705,-3.359e-05
0.2765,-0.1808,2.027,-5.64,-13.18,4.03,1.74e-05,0.2765,-4.971,4.03,0.9971,0.1705,-3.326e-05
0.277,-0.1839,2.02,-5.626,-13.12,4.035,1.745e-05,0.277,-4.971,4.035,0.9971,0.1705,-3.293e-05
0.2781,-0.1899,2.006,-5.6,-13.0,4.04,1.726e-05,0.2781,-4.971,4.04,0.9971,0.1705,-3.26e-05
0.28,-0.2006,1.981,-5.556,-12.79,4.045,1.691e-05,0.28,-4.246,4.045,0.9971,0.1706,-3.229e-05
0.28,-0.2007,1.981,-5.556,-12.79,4.05,1.712e-05,0.28,-4.246,4.05,0.9971,0.1706,-3.198e-05
0.28,-0.2009,1.981,-5.555,-12.79,4.055,1.658e-05,0.28,-4.246,4.055,0.9971,0.1706,-3.167e-05
0.2801,-0.2011,1.98,-5.554,-12.79,4.06,1.637e-05,0.2801,-4.246,4.06,0.9971,0.1706,-3.137e-05
0.2801,-0.2013,1.98,-5.553,-12.78,4.065,1.629e-05,0.2801,-4.246,4.065,0.9971,0.1706,-3.108e-05
0.2802,-0.2016,1.979,-5.552,-12.77,4.07,1.634e-05,0.2802,-4.246,4.07,0.9971,0.1706,-3.079e-05
0.2802,-0.2019,1.978,-5.55,-12.77,4.075,1.583e-05,0.2802,-4.246,4.075,0.9971,0.1706,-3.05e-05
0.2803,-0.2024,1.977,-5.548,-12.76,4.08,1.609e-05,0.2803,-4.246,4.08,0.9971,0.1706,-3.022e-05
0.2804,-0.2028,1.976,-5.546,-12.75,4.085,1.588e-05,0.2804,-4.246,4.085,0.9971,0.1706,-2.995e-05
0.2805,-0.2033,1.975,-5.543,-12.74,4.09,1.574e-05,0.2805,-4.246,4.09,0.9971,0.1706,-2.968e-05
0.2806,-0.2038,1.974,-5.54,-12.73,4.095,1.565e-05,0.2806,-4.246,4.095,0.9971,0.1706,-2.941e-05
0.2807,-0.2046,1.972,-5.536,-12.71,4.1,1.53e-05,0.2807,-4.246,4.1,0.9971,0.1707,-2.915e-05
0.2809,-0.2056,1.97,-5.531,-12.69,4.105,1.524e-05,0.2809,-4.246,4.105,0.9971,0.1707,-2.889e-05
0.2811,-0.207,1.966,-5.524,-12.67,4.11,1.501e-05,0.2811,-4.246,4.11,0.9971,0.1707,-2.864e-05
0.2815,-0.2089,1.962,-5.515,-12.63,4.115,1.488e-05,0.2815,-4.246,4.115,0.9971,0.1707,-2.839e-05
0.2821,-0.2122,1.955,-5.499,-12.56,4.12,1.471e-05,0.2821,-4.246,4.12,0.9971,0.1707,-2.814e-05
0.2833,-0.2187,1.94,-5.468,-12.43,4.125,1.457e-05,0.2833,-4.246,4.125,0.9971,0.1707,-2.79e-05
0.285,-0.2281,1.919,-5.427,-12.24,4.13,1.427e-05,0.285,-3.394,4.13,0.9971,0.1707,-2.766e-05
0.285,-0.2281,1.918,-5.427,-12.24,4.135,1.412e-05,0.285,-3.394,4.135,0.9971,0.1707,-2.742e-05
0.285,-0.2283,1.918,-5.426,-12.23,4.14,1.402e-05,0.285,-3.394,4.14,0.9971,0.1707,-2.719e-05
0.2851,-0.2285,1.918,-5.425,-12.23,4.145,1.406e-05,0.2851,-3.394,4.145,0.9971,0.1707,-2.696e-05
0.2851,-0.2287,1.917,-5.424,-12.22,4.15,1.404e-05,0.2851,-3.394,4.15,0.9971,0.1707,-2.673e-05
0.2852,-0.229,1.916,-5.423,-12.22,4.155,1.355e-05,0.2852,-3.394,4.155,0.9971,0.1708,-2.65e-05
0.2852,-0.2293,1.916,-5.421,-12.21,4.16,1.34e-05,0.2852,-3.394,4.16,0.9971,0.1708,-2.628e-05
0.2853,-0.2296,1.915,-5.419,-12.2,4.165,1.343e-05,0.2853,-3.394,4.165,0.9971,0.1708,-2.606e-05
0.2854,-0.23,1.914,-5.417,-12.2,4.17,1.348e-05,0.2854,-3.394,4.17,0.9971,0.1708,-2.584e-05
0.2854,-0.2305,1.913,-5.414,-12.19,4.175,1.34e-05,0.2854,-3.394,4.175,0.9971,0.1708,-2.563e-05
0.2855,-0.231,1.912,-5.412,-12.18,4.18,1.29e-05,0.2855,-3.394,4.18,0.9971,0.1708,-2.542e-05
0.2857,-0.2316,1.911,-5.408,-12.16,4.185,1.264e-05,0.2857,-3.394,4.185,0.9971,0.1708,-2.521e-05
0.2858,-0.2325,1.909,-5.403,-12.14,4.19,1.29e-05,0.2858,-3.394,4.19,0.9971,0.1708,-2.5e-05
0.286,-0.2336,1.906,-5.397,-12.12,4.195,1.286e-05,0.286,-3.394,4.195,0.9971,0.1708,-2.479e-05
0.2863,-0.235,1.903,-5.389,-12.09,4.2,1.243e-05,0.2863,-3.394,4.2,0.9971,0.1708,-2.459e-05
0.2867,-0.2373,1.898,-5.376,-12.04,4.205,1.206e-05,0.2867,-3.394,4.205,0.9971,0.1708,-2.439e-05
0.2875,-0.2414,1.889,-5.354,-11.95,4.21,1.22e-05,0.2875,-3.394,4.21,0.9971,0.1708,-2.42e-05
0.2893,-0.251,1.867,-5.305,-11.75,4.215,1.183e-05,0.2893,-3.394,4.215,0.9971,0.1708,-2.4e-05
0.29,-0.2548,1.859,-5.287,-11.66,4.22,1.204e-05,0.29,-2.523,4.22,0.9971,0.1709,-2.38e-05
0.29,-0.2549,1.859,-5.286,-11.66,4.225,1.17e-05,0.29,-2.523,4.225,0.9971,0.1709,-2.361e-05
0.29,-0.2551,1.858,-5.285,-11.66,4.23,1.13e-05,0.29,-2.523,4.23,0.9971,0.1709,-2.342e-05
0.2901,-0.2552,1.858,-5.285,-11.66,4.235,1.136e-05,0.2901,-2.523,4.235,0.9971,0.1709,-2.323e-05
0.2901,-0.2554,1.857,-5.283,-11.65,4.24,1.15e-05,0.2901,-2.523,4.24,0.9971,0.1709,-2.304e-05
0.2902,-0.2557,1.857,-5.282,-11.64,4.245,1.136e-05,0.2902,-2.523,4.245,0.9971,0.1709,-2.285e-05
0.2902,-0.256,1.856,-5.28,-11.64,4.25,1.114e-05,0.2902,-2.523,4.25,0.9971,0.1709,-2.266e-05
0.2903,-0.2564,1.855,-5.278,-11.63,4.255,1.092e-05,0.2903,-2.523,4.255,0.9971,0.1709,-2.247e-05
0.2904,-0.2567,1.855,-5.276,-11.62,4.26,1.077e-05,0.2904,-2.523,4.26,0.9971,0.1709,-2.229e-05
0.2904,-0.2572,1.854,-5.273,-11.61,4.265,1.083e-05,0.2904,-2.523,4.265,0.9971,0.1709,-2.211e-05
0.2905,-0.2576,1.853,-5.27,-11.6,4.27,1.038e-05,0.2905,-2.523,4.27,0.9971,0.1709,-2.192e-05
0.2906,-0.2583,1.851,-5.266,-11.59,4.275,1.066e-05,0.2906,-2.523,4.275,0.9971,0.1709,-2.174e-05
0.2908,-0.2589,1.85,-5.262,-11.57,4.28,1.038e-05,0.2908,-2.523,4.28,0.9971,0.1709,-2.156e-05
0.291,-0.26,1.848,-5.255,-11.55,4.285,1.02e-05,0.291,-2.523,4.285,0.9971,0.1709,-2.138e-05
0.2912,-0.2613,1.845,-5.247,-11.52,4.29,1.042e-05,0.2912,-2.523,4.29,0.9971,0.1709,-2.12e-05
0.2916,-0.2634,1.84,-5.234,-11.47,4.295,1.03e-05,0.2916,-2.523,4.295,0.9971,0.171,-2.103e-05
0.2923,-0.2668,1.833,-5.214,-11.4,4.3,1.007e-05,0.2923,-2.523,4.3,0.9971,0.171,-2.085e-05
0.2937,-0.2744,1.816,-5.17,-11.22,4.305,9.894e-06,0.2937,-2.523,4.305,0.9971,0.171,-2.068e-05
0.295,-0.2809,1.802,-5.134,-11.08,4.31,9.544e-06,0.295,-1.722,4.31,0.9971,0.171,-2.051e-05
0.295,-0.281,1.802,-5.134,-11.07,4.315,9.447e-06,0.295,-1.722,4.315,0.9971,0.171,-2.034e-05
0.295,-0.2811,1.801,-5.133,-11.07,4.32,9.567e-06,0.295,-1.722,4.32,0.9971,0.171,-2.016e-05
0.2951,-0.2813,1.801,-5.132,-11.07,4.325,9.447e-06,0.2951,-1.722,4.325,0.9971,0.171,-1.999e-05
0.2951,-0.2815,1.801,-5.13,-11.06,4.33,9.716e-06,0.2951,-1.722,4.33,0.9971,0.171,-1.982e-05
0.2952,-0.2818,1.8,-5.129,-11.06,4.335,9.045e-06,0.2952,-1.722,4.335,0.9971,0.171,-1.966e-05
0.2952,-0.2821,1.799,-5.127,-11.05,4.34,9.336e-06,0.2952,-1.722,4.34,0.9971,0.171,-1.949e-05
0.2953,-0.2824,1.799,-5.124,-11.04,4.345,8.985e-06,0.2953,-1.722,4.345,0.9971,0.171,-1.932e-05
0.2954,-0.2828,1.798,-5.122,-11.03,4.35,8.672e-06,0.2954,-1.722,4.35,0.9971,0.171,-1.916e-05
0.2955,-0.2832,1.797,-5.119,-11.02,4.355,9.023e-06,0.2955,-1.722,4.355,0.9971,0.171,-1.9e-05
0.2956,-0.2837,1.796,-5.116,-11.01,4.36,8.769e-06,0.2956,-1.722,4.36,0.9971,0.171,-1.883e-05
0.2957,-0.2844,1.794,-5.111,-10.99,4.365,8.464e-06,0.2957,-1.722,4.365,0.9971,0.171,-1.867e-05
0.2958,-0.2852,1.793,-5.106,-10.98,4.37,8.501e-06,0.2958,-1.722,4.37,0.9971,0.171,-1.851e-05
0.2961,-0.2863,1.79,-5.098,-10.95,4.375,8.62e-06,0.2961,-1.722,4.375,0.9971,0.171,-1.835e-05
0.2964,-0.2878,1.787,-5.088,-10.91,4.38,8.397e-06,0.2964,-1.722,4.38,0.9971,0.1711,-1.819e-05
0.2968,-0.2903,1.782,-5.072,-10.86,4.385,8.397e-06,0.2968,-1.722,4.385,0.9971,0.1711,-1.803e-05
0.2977,-0.2948,1.772,-5.043,-10.75,4.39,8.114e-06,0.2977,-1.722,4.39,0.9971,0.1711,-1.787e-05
0.3,-0.3061,1.748,-4.973,-10.48,4.395,8.173e-06,0.3,-1.151,4.395,0.9971,0.1711,-1.771e-05
0.3,-0.3062,1.748,-4.972,-10.48,4.4,8.054e-06,0.3,-1.151,4.4,0.9971,0.1711,-1.755e-05
0.3001,-0.3064,1.747,-4.971,-10.47,4.405,8.024e-06,0.3001,-1.151,4.405,0.9971,0.1711,-1.74e-05
0.3001,-0.3066,1.747,-4.97,-10.47,4.41,7.942e-06,0.3001,-1.151,4.41,0.9971,0.1711,-1.724e-05
0.3001,-0.3068,1.747,-4.968,-10.46,4.415,7.741e-06,0.3001,-1.151,4.415,0.9971,0.1711,-1.708e-05
0.3002,-0.3072,1.746,-4.966,-10.46,4.42,7.719e-06,0.3002,-1.151,4.42,0.9971,0.1711,-1.693e-05
0.3003,-0.3075,1.745,-4.964,-10.45,4.425,7.726e-06,0.3003,-1.151,4.425,0.9971,0.1711,-1.678e-05
0.3004,-0.3079,1.744,-4.961,-10.44,4.43,7.845e-06,0.3004,-1.151,4.43,0.9971,0.1711,-1.662e-05
0.3004,-0.3083,1.744,-4.958,-10.43,4.435,7.503e-06,0.3004,-1.151,4.435,0.9971,0.1711,-1.647e-05
0.3005,-0.3089,1.742,-4.954,-10.41,4.44,7.309e-06,0.3005,-1.151,4.44,0.9971,0.1711,-1.632e-05
0.3007,-0.3094,1.741,-4.951,-10.4,4.445,7.696e-06,0.3007,-1.151,4.445,0.9971,0.1711,-1.617e-05
0.3008,-0.3103,1.739,-4.944,-10.38,4.45,7.346e-06,0.3008,-1.151,4.45,0.9971,0.1711,-1.602e-05
0.3011,-0.3115,1.737,-4.937,-10.35,4.455,7.086e-06,0.3011,-1.151,4.455,0.9971,0.1711,-1.588e-05
0.3014,-0.3132,1.733,-4.925,-10.31,4.46,7.384e-06,0.3014,-1.151,4.46,0.9971,0.1711,-1.573e-05
0.302,-0.3158,1.728,-4.907,-10.25,4.465,7.1e-06,0.302,-1.151,4.465,0.9971,0.1711,-1.558e-05
0.303,-0.3211,1.717,-4.873,-10.11,4.47,6.996e-06,0.303,-1.151,4.47,0.9971,0.1711,-1.544e-05
