time,sensor(1),sensor(2),sensor(3),sensor(4),time.1,act,time.2,volt,time.3,reward,theta_wrapped,phi_wrapped
0.305,-0.3306,1.697,-4.813,-9.879,4.475,7.071e-06,0.305,-0.5488,4.475,0.9971,0.1711,-1.53e-05
0.305,-0.3307,1.697,-4.813,-9.877,4.48,6.802e-06,0.305,-0.5488,4.48,0.9971,0.1712,-1.515e-05
0.3051,-0.3309,1.697,-4.812,-9.873,4.485,7.063e-06,0.3051,-0.5488,4.485,0.9971,0.1712,-1.501e-05
0.3051,-0.331,1.696,-4.811,-9.868,4.49,6.84e-06,0.3051,-0.5488,4.49,0.9971,0.1712,-1.487e-05
0.3051,-0.3313,1.696,-4.809,-9.863,4.495,6.326e-06,0.3051,-0.5488,4.495,0.9971,0.1712,-1.473e-05
0.3052,-0.3316,1.695,-4.807,-9.855,4.5,6.72e-06,0.3052,-0.5488,4.5,0.9971,0.1712,-1.459e-05
0.3053,-0.3319,1.695,-4.805,-9.848,4.505,6.765e-06,0.3053,-0.5488,4.505,0.9971,0.1712,-1.445e-05
0.3053,-0.3322,1.694,-4.802,-9.838,4.51,6.735e-06,0.3053,-0.5488,4.51,0.9971,0.1712,-1.431e-05
0.3054,-0.3326,1.693,-4.799,-9.828,4.515,6.728e-06,0.3054,-0.5488,4.515,0.9971,0.1712,-1.418e-05
0.3055,-0.3332,1.692,-4.795,-9.815,4.52,6.475e-06,0.3055,-0.5488,4.52,0.9971,0.1712,-1.404e-05
0.3056,-0.3337,1.691,-4.792,-9.801,4.525,6.475e-06,0.3056,-0.5488,4.525,0.9971,0.1712,-1.391e-05
0.3058,-0.3345,1.689,-4.786,-9.781,4.53,6.512e-06,0.3058,-0.5488,4.53,0.9971,0.1712,-1.377e-05
0.306,-0.3355,1.687,-4.778,-9.755,4.535,6.206e-06,0.306,-0.5488,4.535,0.9971,0.1712,-1.364e-05
0.3063,-0.3371,1.684,-4.768,-9.716,4.54,6.527e-06,0.3063,-0.5488,4.54,0.9971,0.1712,-1.351e-05
0.3068,-0.3393,1.679,-4.752,-9.658,4.545,6.273e-06,0.3068,-0.5488,4.545,0.9971,0.1712,-1.338e-05
0.3078,-0.3437,1.67,-4.721,-9.546,4.55,6.042e-06,0.3078,-0.5488,4.55,0.9971,0.1712,-1.326e-05
0.31,-0.3543,1.649,-4.652,-9.276,4.555,6.005e-06,0.31,1.139,4.555,0.9971,0.1712,-1.313e-05
0.31,-0.3543,1.649,-4.652,-9.275,4.56,5.983e-06,0.31,1.139,4.56,0.9971,0.1712,-1.301e-05
0.31,-0.3544,1.649,-4.651,-9.273,4.565,5.96e-06,0.31,1.139,4.565,0.9971,0.1712,-1.288e-05
0.3101,-0.3545,1.649,-4.651,-9.27,4.57,5.946e-06,0.3101,1.139,4.57,0.9971,0.1712,-1.276e-05
0.3101,-0.3546,1.649,-4.65,-9.267,4.575,5.826e-06,0.3101,1.139,4.575,0.9971,0.1712,-1.264e-05
0.3101,-0.3548,1.648,-4.648,-9.262,4.58,5.849e-06,0.3101,1.139,4.58,0.9971,0.1712,-1.251e-05
0.3102,-0.355,1.648,-4.646,-9.257,4.585,5.662e-06,0.3102,1.139,4.585,0.9971,0.1712,-1.239e-05
0.3102,-0.3552,1.647,-4.645,-9.252,4.59,5.834e-06,0.3102,1.139,4.59,0.9971,0.1712,-1.227e-05
0.3103,-0.3554,1.647,-4.642,-9.246,4.595,5.789e-06,0.3103,1.139,4.595,0.9971,0.1712,-1.215e-05
0.3103,-0.3557,1.646,-4.64,-9.239,4.6,5.811e-06,0.3103,1.139,4.6,0.9971,0.1712,-1.203e-05
0.3104,-0.356,1.646,-4.637,-9.231,4.605,5.595e-06,0.3104,1.139,4.605,0.9971,0.1713,-1.192e-05
0.3104,-0.3563,1.645,-4.634,-9.223,4.61,5.543e-06,0.3104,1.139,4.61,0.9971,0.1713,-1.18e-05
0.3105,-0.3567,1.644,-4.63,-9.212,4.615,5.901e-06,0.3105,1.139,4.615,0.9971,0.1713,-1.169e-05
0.3106,-0.3571,1.644,-4.626,-9.202,4.62,5.595e-06,0.3106,1.139,4.62,0.9971,0.1713,-1.157e-05
0.3107,-0.3577,1.642,-4.621,-9.187,4.625,5.439e-06,0.3107,1.139,4.625,0.9971,0.1713,-1.146e-05
0.3109,-0.3582,1.641,-4.615,-9.172,4.63,5.461e-06,0.3109,1.139,4.63,0.9971,0.1713,-1.136e-05
0.3111,-0.3592,1.64,-4.606,-9.148,4.635,5.364e-06,0.3111,1.139,4.635,0.9971,0.1713,-1.125e-05
0.3113,-0.3603,1.637,-4.595,-9.117,4.64,5.253e-06,0.3113,1.139,4.64,0.9971,0.1713,-1.114e-05
0.3117,-0.3621,1.634,-4.577,-9.069,4.645,5.111e-06,0.3117,1.139,4.645,0.9971,0.1713,-1.104e-05
0.3123,-0.3651,1.628,-4.548,-8.991,4.65,5.059e-06,0.3123,1.139,4.65,0.9971,0.1713,-1.093e-05
0.3138,-0.3716,1.615,-4.486,-8.816,4.655,5.156e-06,0.3138,1.139,4.655,0.9971,0.1713,-1.083e-05
0.315,-0.377,1.604,-4.436,-8.671,4.66,5.059e-06,0.315,2.102,4.66,0.9971,0.1713,-1.072e-05
0.315,-0.377,1.604,-4.435,-8.669,4.665,5.23e-06,0.315,2.102,4.665,0.9971,0.1713,-1.062e-05
0.315,-0.3772,1.604,-4.434,-8.666,4.67,5.387e-06,0.315,2.102,4.67,0.9971,0.1713,-1.052e-05
0.3151,-0.3773,1.604,-4.433,-8.663,4.675,5.163e-06,0.3151,2.102,4.675,0.9971,0.1713,-1.042e-05
0.3151,-0.3774,1.603,-4.431,-8.658,4.68,4.821e-06,0.3151,2.102,4.68,0.9971,0.1713,-1.032e-05
0.3152,-0.3777,1.603,-4.429,-8.652,4.685,4.783e-06,0.3152,2.102,4.685,0.9971,0.1713,-1.023e-05
0.3152,-0.3779,1.603,-4.426,-8.646,4.69,5.059e-06,0.3152,2.102,4.69,0.9971,0.1713,-1.013e-05
0.3153,-0.3782,1.602,-4.423,-8.638,4.695,4.619e-06,0.3153,2.102,4.695,0.9971,0.1713,-1.004e-05
0.3153,-0.3785,1.601,-4.42,-8.63,4.7,4.709e-06,0.3153,2.102,4.7,0.9971,0.1713,-9.943e-06
0.3154,-0.3788,1.601,-4.416,-8.62,4.705,4.716e-06,0.3154,2.102,4.705,0.9971,0.1713,-9.85e-06
0.3155,-0.3792,1.6,-4.412,-8.61,4.71,4.709e-06,0.3155,2.102,4.71,0.9971,0.1713,-9.757e-06
0.3156,-0.3797,1.599,-4.406,-8.597,4.715,4.657e-06,0.3156,2.102,4.715,0.9971,0.1713,-9.665e-06
0.3157,-0.3802,1.598,-4.4,-8.583,4.72,4.813e-06,0.3157,2.102,4.72,0.9971,0.1713,-9.575e-06
0.3159,-0.381,1.597,-4.391,-8.561,4.725,4.619e-06,0.3159,2.102,4.725,0.9971,0.1713,-9.485e-06
0.3161,-0.382,1.595,-4.38,-8.534,4.73,4.277e-06,0.3161,2.102,4.73,0.9971,0.1713,-9.397e-06
0.3165,-0.3834,1.592,-4.363,-8.493,4.735,4.299e-06,0.3165,2.102,4.735,0.9971,0.1713,-9.31e-06
0.317,-0.3857,1.587,-4.338,-8.431,4.74,4.403e-06,0.317,2.102,4.74,0.9971,0.1713,-9.223e-06
0.318,-0.3902,1.579,-4.288,-8.306,4.745,4.359e-06,0.318,2.102,4.745,0.9971,0.1713,-9.136e-06
0.32,-0.3985,1.563,-4.195,-8.069,4.75,4.284e-06,0.32,3.589,4.75,0.9971,0.1713,-9.049e-06
0.32,-0.3986,1.562,-4.195,-8.068,4.755,4.545e-06,0.32,3.589,4.755,0.9971,0.1713,-8.963e-06
0.32,-0.3987,1.562,-4.194,-8.065,4.76,4.523e-06,0.32,3.589,4.76,0.9971,0.1713,-8.878e-06
0.3201,-0.3988,1.562,-4.192,-8.063,4.765,4.15e-06,0.3201,3.589,4.765,0.9971,0.1714,-8.794e-06
0.3201,-0.3989,1.562,-4.191,-8.059,4.77,4.075e-06,0.3201,3.589,4.77,0.9971,0.1714,-8.712e-06
0.3201,-0.3991,1.562,-4.189,-8.054,4.775,4.075e-06,0.3201,3.589,4.775,0.9971,0.1714,-8.631e-06
0.3202,-0.3993,1.561,-4.186,-8.049,4.78,4.292e-06,0.3202,3.589,4.78,0.9971,0.1714,-8.55e-06
0.3202,-0.3995,1.561,-4.183,-8.042,4.785,4.18e-06,0.3202,3.589,4.785,0.9971,0.1714,-8.469e-06
0.3203,-0.3997,1.56,-4.18,-8.036,4.79,4.329e-06,0.3203,3.589,4.79,0.9971,0.1714,-8.389e-06
0.3203,-0.4,1.56,-4.176,-8.029,4.795,3.889e-06,0.3203,3.589,4.795,0.9971,0.1714,-8.311e-06
0.3204,-0.4002,1.559,-4.173,-8.021,4.8,3.986e-06,0.3204,3.589,4.8,0.9971,0.1714,-8.235e-06
0.3205,-0.4006,1.559,-4.168,-8.011,4.805,3.912e-06,0.3205,3.589,4.805,0.9971,0.1714,-8.158e-06
0.3206,-0.4009,1.558,-4.163,-8.001,4.81,3.971e-06,0.3206,3.589,4.81,0.9971,0.1714,-8.083e-06
0.3207,-0.4014,1.557,-4.156,-7.987,4.815,3.949e-06,0.3207,3.589,4.815,0.9971,0.1714,-8.008e-06
0.3208,-0.4019,1.556,-4.149,-7.973,4.82,3.912e-06,0.3208,3.589,4.82,0.9971,0.1714,-7.934e-06
0.321,-0.4027,1.555,-4.138,-7.951,4.825,3.703e-06,0.321,3.589,4.825,0.9971,0.1714,-7.861e-06
0.3212,-0.4036,1.553,-4.124,-7.924,4.83,3.971e-06,0.3212,3.589,4.83,0.9971,0.1714,-7.788e-06
0.3216,-0.4051,1.55,-4.103,-7.881,4.835,3.874e-06,0.3216,3.589,4.835,0.9971,0.1714,-7.716e-06
0.3221,-0.4073,1.546,-4.07,-7.816,4.84,3.688e-06,0.3221,3.589,4.84,0.9971,0.1714,-7.646e-06
0.3233,-0.4119,1.537,-4.004,-7.681,4.845,3.494e-06,0.3233,3.589,4.845,0.9971,0.1714,-7.577e-06
0.325,-0.4188,1.524,-3.904,-7.476,4.85,3.695e-06,0.325,5.009,4.85,0.9971,0.1714,-7.509e-06
0.325,-0.4188,1.524,-3.904,-7.475,4.855,3.643e-06,0.325,5.009,4.855,0.9971,0.1714,-7.44e-06
0.325,-0.4189,1.523,-3.902,-7.472,4.86,3.599e-06,0.325,5.009,4.86,0.9971,0.1714,-7.372e-06
0.3251,-0.419,1.523,-3.901,-7.469,4.865,3.353e-06,0.3251,5.009,4.865,0.9971,0.1714,-7.305e-06
0.3251,-0.4191,1.523,-3.899,-7.466,4.87,3.554e-06,0.3251,5.009,4.87,0.9971,0.1714,-7.238e-06
0.3251,-0.4193,1.523,-3.896,-7.461,4.875,3.658e-06,0.3251,5.009,4.875,0.9971,0.1714,-7.171e-06
0.3252,-0.4195,1.522,-3.893,-7.456,4.88,3.465e-06,0.3252,5.009,4.88,0.9971,0.1714,-7.105e-06
0.3252,-0.4197,1.522,-3.89,-7.449,4.885,3.241e-06,0.3252,5.009,4.885,0.9971,0.1714,-7.041e-06
0.3253,-0.4199,1.522,-3.886,-7.443,4.89,3.532e-06,0.3253,5.009,4.89,0.9971,0.1714,-6.977e-06
0.3253,-0.4201,1.521,-3.882,-7.435,4.895,3.487e-06,0.3253,5.009,4.895,0.9971,0.1714,-6.913e-06
0.3254,-0.4204,1.521,-3.877,-7.428,4.9,3.286e-06,0.3254,5.009,4.9,0.9971,0.1714,-6.85e-06
0.3255,-0.4207,1.52,-3.871,-7.418,4.905,3.256e-06,0.3255,5.009,4.905,0.9971,0.1714,-6.788e-06
0.3256,-0.4211,1.519,-3.865,-7.408,4.91,3.576e-06,0.3256,5.009,4.91,0.9971,0.1714,-6.727e-06
0.3257,-0.4215,1.518,-3.857,-7.393,4.915,3.092e-06,0.3257,5.009,4.915,0.9971,0.1714,-6.666e-06
0.3258,-0.422,1.518,-3.848,-7.379,4.92,3.152e-06,0.3258,5.009,4.92,0.9971,0.1714,-6.607e-06
0.326,-0.4227,1.516,-3.835,-7.357,4.925,3.301e-06,0.326,5.009,4.925,0.9971,0.1714,-6.549e-06
0.3263,-0.4237,1.514,-3.817,-7.328,4.93,3.405e-06,0.3263,5.009,4.93,0.9971,0.1714,-6.49e-06
0.3267,-0.4252,1.511,-3.79,-7.283,4.935,2.958e-06,0.3267,5.009,4.935,0.9971,0.1714,-6.433e-06
0.3273,-0.4275,1.507,-3.748,-7.211,4.94,2.958e-06,0.3273,5.009,4.94,0.9971,0.1714,-6.377e-06
0.3286,-0.4325,1.497,-3.655,-7.053,4.945,3.137e-06,0.3286,5.009,4.945,0.9971,0.1714,-6.322e-06
0.33,-0.4375,1.488,-3.563,-6.896,4.95,3.241e-06,0.33,5.929,4.95,0.9971,0.1714,-6.266e-06
0.33,-0.4375,1.488,-3.562,-6.895,4.955,2.965e-06,0.33,5.929,4.955,0.9971,0.1714,-6.211e-06
0.33,-0.4376,1.487,-3.56,-6.892,4.96,2.63e-06,0.33,5.929,4.96,0.9971,0.1714,-6.157e-06
0.3301,-0.4377,1.487,-3.558,-6.888,4.965,3.196e-06,0.3301,5.929,4.965,0.9971,0.1714,-6.104e-06
0.3301,-0.4378,1.487,-3.556,-6.884,4.97,2.824e-06,0.3301,5.929,4.97,0.9971,0.1714,-6.05e-06
0.3302,-0.438,1.487,-3.552,-6.878,4.975,2.854e-06,0.3302,5.929,4.975,0.9971,0.1714,-5.998e-06
0.3302,-0.4382,1.486,-3.548,-6.872,4.98,2.712e-06,0.3302,5.929,4.98,0.9971,0.1714,-5.945e-06
0.3303,-0.4384,1.486,-3.543,-6.865,4.985,2.787e-06,0.3303,5.929,4.985,0.9971,0.1714,-5.893e-06
0.3303,-0.4387,1.485,-3.538,-6.857,4.99,2.749e-06,0.3303,5.929,4.99,0.9971,0.1715,-5.841e-06
0.3304,-0.439,1.485,-3.532,-6.848,4.995,2.69e-06,0.3304,5.929,4.995,0.9971,0.1715,-5.789e-06
0.3305,-0.4393,1.484,-3.526,-6.838,5.0,2.69e-06,0.3305,5.929,5.0,0.9971,0.1715,-5.737e-06
0.3306,-0.4397,1.483,-3.517,-6.825,,,0.3306,5.929,,,,
0.3307,-0.4401,1.483,-3.508,-6.811,,,0.3307,5.929,,,,
0.3309,-0.4408,1.481,-3.494,-6.79,,,0.3309,5.929,,,,
0.3312,-0.4416,1.48,-3.476,-6.763,,,0.3312,5.929,,,,
0.3315,-0.4429,1.477,-3.449,-6.721,,,0.3315,5.929,,,,
0.3321,-0.4448,1.473,-3.406,-6.657,,,0.3321,5.929,,,,
0.3333,-0.4489,1.465,-3.316,-6.52,,,0.3333,5.929,,,,
0.335,-0.4543,1.455,-3.194,-6.333,,,0.335,6.802,,,,
0.335,-0.4544,1.455,-3.193,-6.331,,,0.335,6.802,,,,
0.335,-0.4545,1.454,-3.191,-6.328,,,0.335,6.802,,,,
0.3351,-0.4546,1.454,-3.189,-6.325,,,0.3351,6.802,,,,
0.3351,-0.4547,1.454,-3.186,-6.32,,,0.3351,6.802,,,,
0.3352,-0.4549,1.454,-3.182,-6.314,,,0.3352,6.802,,,,
0.3352,-0.455,1.453,-3.178,-6.308,,,0.3352,6.802,,,,
0.3353,-0.4552,1.453,-3.172,-6.301,,,0.3353,6.802,,,,
0.3354,-0.4555,1.452,-3.167,-6.294,,,0.3354,6.802,,,,
0.3354,-0.4557,1.452,-3.16,-6.284,,,0.3354,6.802,,,,
0.3355,-0.456,1.451,-3.153,-6.274,,,0.3355,6.802,,,,
0.3356,-0.4564,1.451,-3.143,-6.261,,,0.3356,6.802,,,,
0.3358,-0.4568,1.45,-3.133,-6.247,,,0.3358,6.802,,,,
0.336,-0.4574,1.449,-3.117,-6.226,,,0.336,6.802,,,,
0.3362,-0.4582,1.447,-3.097,-6.197,,,0.3362,6.802,,,,
0.3366,-0.4594,1.445,-3.064,-6.154,,,0.3366,6.802,,,,
0.3373,-0.4614,1.441,-3.013,-6.083,,,0.3373,6.802,,,,
0.3387,-0.4657,1.432,-2.897,-5.924,,,0.3387,6.802,,,,
0.34,-0.4693,1.424,-2.798,-5.787,,,0.34,7.378,,,,
0.34,-0.4694,1.424,-2.796,-5.785,,,0.34,7.378,,,,
0.3401,-0.4695,1.424,-2.794,-5.781,,,0.3401,7.378,,,,
0.3401,-0.4696,1.424,-2.791,-5.777,,,0.3401,7.378,,,,
0.3401,-0.4697,1.424,-2.787,-5.772,,,0.3401,7.378,,,,
0.3402,-0.4699,1.423,-2.781,-5.765,,,0.3402,7.378,,,,
0.3403,-0.4701,1.423,-2.776,-5.758,,,0.3403,7.378,,,,
0.3403,-0.4703,1.422,-2.769,-5.749,,,0.3403,7.378,,,,
0.3404,-0.4705,1.422,-2.762,-5.74,,,0.3404,7.378,,,,
0.3405,-0.4708,1.421,-2.753,-5.728,,,0.3405,7.378,,,,
0.3407,-0.4712,1.421,-2.743,-5.716,,,0.3407,7.378,,,,
0.3408,-0.4716,1.42,-2.728,-5.697,,,0.3408,7.378,,,,
0.3411,-0.4723,1.418,-2.709,-5.673,,,0.3411,7.378,,,,
0.3414,-0.4732,1.416,-2.681,-5.636,,,0.3414,7.378,,,,
0.3419,-0.4746,1.413,-2.638,-5.581,,,0.3419,7.378,,,,
0.343,-0.4773,1.408,-2.551,-5.469,,,0.343,7.378,,,,
0.345,-0.4823,1.397,-2.386,-5.258,,,0.345,7.374,,,,
0.3455,-0.4835,1.394,-2.344,-5.204,,,0.3455,7.374,,,,
0.3466,-0.4859,1.389,-2.26,-5.096,,,0.3466,7.374,,,,
0.3473,-0.4875,1.385,-2.201,-5.02,,,0.3473,7.374,,,,
0.3491,-0.4914,1.376,-2.057,-4.833,,,0.3491,7.374,,,,
0.35,-0.4932,1.372,-1.987,-4.742,,,0.35,7.217,,,,
0.3501,-0.4933,1.372,-1.983,-4.737,,,0.3501,7.217,,,,
0.3502,-0.4935,1.371,-1.975,-4.727,,,0.3502,7.217,,,,
0.3502,-0.4936,1.371,-1.969,-4.719,,,0.3502,7.217,,,,
0.3504,-0.4939,1.37,-1.96,-4.706,,,0.3504,7.217,,,,
0.3505,-0.4941,1.37,-1.95,-4.693,,,0.3505,7.217,,,,
0.3507,-0.4945,1.369,-1.937,-4.675,,,0.3507,7.217,,,,
0.3509,-0.4949,1.368,-1.92,-4.653,,,0.3509,7.217,,,,
0.3512,-0.4955,1.366,-1.895,-4.62,,,0.3512,7.217,,,,
0.3517,-0.4965,1.364,-1.856,-4.568,,,0.3517,7.217,,,,
0.3527,-0.4983,1.359,-1.78,-4.466,,,0.3527,7.217,,,,
0.355,-0.5022,1.349,-1.607,-4.235,,,0.355,6.985,,,,
0.355,-0.5022,1.349,-1.604,-4.231,,,0.355,6.985,,,,
0.3551,-0.5024,1.349,-1.598,-4.223,,,0.3551,6.985,,,,
0.3552,-0.5025,1.349,-1.593,-4.217,,,0.3552,6.985,,,,
0.3553,-0.5026,1.348,-1.586,-4.207,,,0.3553,6.985,,,,
0.3554,-0.5028,1.348,-1.579,-4.197,,,0.3554,6.985,,,,
0.3555,-0.503,1.347,-1.569,-4.183,,,0.3555,6.985,,,,
0.3556,-0.5032,1.347,-1.559,-4.17,,,0.3556,6.985,,,,
0.3559,-0.5035,1.346,-1.544,-4.149,,,0.3559,6.985,,,,
0.3562,-0.504,1.345,-1.523,-4.12,,,0.3562,6.985,,,,
0.3566,-0.5047,1.343,-1.489,-4.072,,,0.3566,6.985,,,,
0.3574,-0.5058,1.339,-1.432,-3.993,,,0.3574,6.985,,,,
0.3595,-0.5087,1.331,-1.285,-3.787,,,0.3595,6.985,,,,
0.36,-0.5093,1.329,-1.248,-3.736,,,0.36,6.416,,,,
0.36,-0.5093,1.329,-1.246,-3.733,,,0.36,6.416,,,,
0.3601,-0.5094,1.329,-1.243,-3.728,,,0.3601,6.416,,,,
0.3601,-0.5095,1.329,-1.24,-3.724,,,0.3601,6.416,,,,
0.3602,-0.5095,1.329,-1.236,-3.718,,,0.3602,6.416,,,,
0.3602,-0.5096,1.329,-1.232,-3.713,,,0.3602,6.416,,,,
0.3603,-0.5097,1.328,-1.227,-3.705,,,0.3603,6.416,,,,
0.3604,-0.5098,1.328,-1.222,-3.697,,,0.3604,6.416,,,,
0.3605,-0.5099,1.328,-1.215,-3.686,,,0.3605,6.416,,,,
0.3606,-0.51,1.327,-1.208,-3.676,,,0.3606,6.416,,,,
0.3608,-0.5102,1.327,-1.198,-3.66,,,0.3608,6.416,,,,
0.361,-0.5105,1.326,-1.185,-3.64,,,0.361,6.416,,,,
0.3612,-0.5108,1.325,-1.167,-3.612,,,0.3612,6.416,,,,
0.3617,-0.5113,1.323,-1.14,-3.57,,,0.3617,6.416,,,,
0.3624,-0.5121,1.321,-1.092,-3.494,,,0.3624,6.416,,,,
0.3642,-0.5139,1.315,-0.9798,-3.32,,,0.3642,6.416,,,,
0.365,-0.5147,1.312,-0.9267,-3.237,,,0.365,5.793,,,,
0.365,-0.5148,1.312,-0.9253,-3.234,,,0.365,5.793,,,,
0.3651,-0.5148,1.312,-0.9223,-3.23,,,0.3651,5.793,,,,
0.3651,-0.5148,1.312,-0.9194,-3.225,,,0.3651,5.793,,,,
0.3652,-0.5149,1.311,-0.9166,-3.22,,,0.3652,5.793,,,,
0.3652,-0.515,1.311,-0.9128,-3.214,,,0.3652,5.793,,,,
0.3653,-0.515,1.311,-0.909,-3.207,,,0.3653,5.793,,,,
0.3654,-0.5151,1.311,-0.9041,-3.198,,,0.3654,5.793,,,,
0.3655,-0.5152,1.311,-0.8991,-3.19,,,0.3655,5.793,,,,
0.3656,-0.5153,1.31,-0.8923,-3.177,,,0.3656,5.793,,,,
0.3657,-0.5154,1.31,-0.8854,-3.165,,,0.3657,5.793,,,,
0.3659,-0.5156,1.309,-0.8746,-3.146,,,0.3659,5.793,,,,
0.3662,-0.5158,1.308,-0.8605,-3.121,,,0.3662,5.793,,,,
0.3665,-0.5161,1.307,-0.8389,-3.082,,,0.3665,5.793,,,,
0.3671,-0.5166,1.305,-0.8047,-3.021,,,0.3671,5.793,,,,
0.3685,-0.5176,1.301,-0.7301,-2.888,,,0.3685,5.793,,,,
0.37,-0.5187,1.297,-0.6451,-2.735,,,0.37,5.293,,,,
0.37,-0.5187,1.297,-0.6436,-2.733,,,0.37,5.293,,,,
0.3701,-0.5187,1.297,-0.6407,-2.727,,,0.3701,5.293,,,,
0.3701,-0.5187,1.297,-0.6384,-2.723,,,0.3701,5.293,,,,
0.3702,-0.5188,1.297,-0.6353,-2.717,,,0.3702,5.293,,,,
0.3702,-0.5188,1.296,-0.6321,-2.711,,,0.3702,5.293,,,,
0.3703,-0.5189,1.296,-0.6278,-2.702,,,0.3703,5.293,,,,
0.3704,-0.5189,1.296,-0.6236,-2.694,,,0.3704,5.293,,,,
0.3705,-0.519,1.296,-0.6178,-2.682,,,0.3705,5.293,,,,
0.3706,-0.5191,1.295,-0.612,-2.67,,,0.3706,5.293,,,,
0.3708,-0.5192,1.295,-0.6031,-2.652,,,0.3708,5.293,,,,
0.3711,-0.5193,1.294,-0.5917,-2.629,,,0.3711,5.293,,,,
0.3714,-0.5195,1.293,-0.5746,-2.595,,,0.3714,5.293,,,,
0.3719,-0.5198,1.292,-0.5483,-2.541,,,0.3719,5.293,,,,
0.373,-0.5204,1.289,-0.4954,-2.434,,,0.373,5.293,,,,
0.375,-0.5213,1.285,-0.3962,-2.231,,,0.375,4.592,,,,
0.375,-0.5213,1.285,-0.3955,-2.23,,,0.375,4.592,,,,
0.375,-0.5213,1.285,-0.3939,-2.226,,,0.375,4.592,,,,
0.3751,-0.5213,1.284,-0.3924,-2.223,,,0.3751,4.592,,,,
0.3751,-0.5213,1.284,-0.3904,-2.219,,,0.3751,4.592,,,,
0.3752,-0.5213,1.284,-0.3878,-2.213,,,0.3752,4.592,,,,
0.3752,-0.5214,1.284,-0.3853,-2.207,,,0.3752,4.592,,,,
0.3753,-0.5214,1.284,-0.3821,-2.199,,,0.3753,4.592,,,,
0.3754,-0.5214,1.284,-0.379,-2.191,,,0.3754,4.592,,,,
0.3755,-0.5215,1.284,-0.3748,-2.181,,,0.3755,4.592,,,,
0.3756,-0.5215,1.283,-0.3706,-2.171,,,0.3756,4.592,,,,
0.3757,-0.5215,1.283,-0.3644,-2.156,,,0.3757,4.592,,,,
0.3759,-0.5216,1.283,-0.3568,-2.137,,,0.3759,4.592,,,,
0.3762,-0.5217,1.282,-0.346,-2.11,,,0.3762,4.592,,,,
0.3766,-0.5218,1.281,-0.3307,-2.072,,,0.3766,4.592,,,,
0.3772,-0.522,1.28,-0.3043,-2.007,,,0.3772,4.592,,,,
0.3785,-0.5224,1.277,-0.2489,-1.869,,,0.3785,4.592,,,,
0.38,-0.5227,1.275,-0.1892,-1.72,,,0.38,3.795,,,,
0.38,-0.5227,1.275,-0.1885,-1.718,,,0.38,3.795,,,,
0.38,-0.5227,1.275,-0.1874,-1.715,,,0.38,3.795,,,,
0.3801,-0.5227,1.275,-0.1862,-1.712,,,0.3801,3.795,,,,
0.3801,-0.5227,1.275,-0.1847,-1.708,,,0.3801,3.795,,,,
0.3802,-0.5228,1.275,-0.1827,-1.702,,,0.3802,3.795,,,,
0.3802,-0.5228,1.274,-0.1808,-1.696,,,0.3802,3.795,,,,
0.3803,-0.5228,1.274,-0.1785,-1.689,,,0.3803,3.795,,,,
0.3804,-0.5228,1.274,-0.1762,-1.681,,,0.3804,3.795,,,,
0.3805,-0.5228,1.274,-0.1732,-1.672,,,0.3805,3.795,,,,
0.3806,-0.5228,1.274,-0.1702,-1.662,,,0.3806,3.795,,,,
0.3807,-0.5228,1.274,-0.1658,-1.648,,,0.3807,3.795,,,,
0.3808,-0.5229,1.273,-0.1606,-1.631,,,0.3808,3.795,,,,
0.3811,-0.5229,1.273,-0.1535,-1.608,,,0.3811,3.795,,,,
0.3814,-0.5229,1.273,-0.1438,-1.577,,,0.3814,3.795,,,,
0.3819,-0.523,1.272,-0.1282,-1.526,,,0.3819,3.795,,,,
0.3828,-0.5231,1.27,-0.09935,-1.432,,,0.3828,3.795,,,,
0.385,-0.5233,1.268,-0.02805,-1.197,,,0.385,1.943,,,,
0.385,-0.5233,1.267,-0.02775,-1.196,,,0.385,1.943,,,,
0.385,-0.5233,1.267,-0.02717,-1.194,,,0.385,1.943,,,,
0.385,-0.5233,1.267,-0.02663,-1.192,,,0.385,1.943,,,,
0.3851,-0.5233,1.267,-0.02599,-1.189,,,0.3851,1.943,,,,
0.3851,-0.5233,1.267,-0.02511,-1.185,,,0.3851,1.943,,,,
0.3852,-0.5233,1.267,-0.02433,-1.181,,,0.3852,1.943,,,,
0.3852,-0.5233,1.267,-0.02363,-1.176,,,0.3852,1.943,,,,
0.3852,-0.5233,1.267,-0.02281,-1.171,,,0.3852,1.943,,,,
0.3853,-0.5233,1.267,-0.02206,-1.165,,,0.3853,1.943,,,,
0.3854,-0.5233,1.267,-0.02117,-1.158,,,0.3854,1.943,,,,
0.3854,-0.5233,1.267,-0.02032,-1.152,,,0.3854,1.943,,,,
0.3855,-0.5233,1.267,-0.01926,-1.143,,,0.3855,1.943,,,,
0.3856,-0.5233,1.267,-0.01823,-1.134,,,0.3856,1.943,,,,
0.3857,-0.5233,1.267,-0.01682,-1.121,,,0.3857,1.943,,,,
0.3858,-0.5233,1.267,-0.01543,-1.108,,,0.3858,1.943,,,,
0.386,-0.5233,1.266,-0.01328,-1.089,,,0.386,1.943,,,,
0.3862,-0.5233,1.266,-0.01056,-1.064,,,0.3862,1.943,,,,
0.3865,-0.5233,1.266,-0.006504,-1.028,,,0.3865,1.943,,,,
0.3871,-0.5233,1.265,-0.0003428,-0.9715,,,0.3871,1.943,,,,
