CaseID,Theta1Error0,Theta2Error0,Omega1Error0,Omega2Error0,EvalSetName,SimTime,NumSamples,MaxAbsTheta1,MaxAbsTheta2Error,MaxAbsOmegaError,Theta2IAE,Theta2ISE,Theta1IAE,SettlingTimeTheta2,SettlingTimeBoth,FinalTheta2MAE,FinalTheta1MAE,FinalTheta2Bias,FinalTheta1Bias,FinalTheta2MaxAbsError,ActionEnergy,TorqueCommandEnergy,TorqueEnergy,CurrentEnergy,VoltageEnergy,DActionEnergy,DTorqueCommandEnergy,Terminated,Failed,CaseCost,ControllerName,StageIndex,StageName,TrainingEpisode,EvaluatedAt
18,-0.785398163397448,-2.35619449019234,5,10,full_final,5,100001,1.33257090095854,3.14139510224563,29.1309589638594,1.00128329320955,1.48889357495205,3.8762829372753,1.8634,NaN,1.10549700936614e-07,0.802312711631323,-1.10549700936614e-07,-0.802312711631323,2.34593670466618e-07,0.0232363220973183,14.757807695016,0.0064704926354331,0.680656687488022,14.757807695016,0.016420292522707,0.122054608270024,0,0,3.94300051753493,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:02
19,-0.785398163397448,-1.5707963267949,-5,-10,full_final,5,100001,0.866980862736221,3.14135290094885,24.1943301960757,0.600220592980853,1.13023874614478,3.68969179946803,1.02855,NaN,1.38150789897516e-08,0.802312403497567,7.22959071261357e-09,-0.802312403497567,4.69675927268351e-08,0.0112444949398368,6.75080402118544,0.0029498601198219,0.310307441927349,6.75080402118544,0.0124034998640968,0.0769236579339825,0,0,3.04682293283366,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:02
20,-0.785398163397448,-1.5707963267949,-5,0,full_final,5,100001,1.1506681036188,3.14153417068988,28.2990414835612,1.50861498336337,2.80516576591564,3.89044186877856,1.47405,NaN,6.70104564840989e-08,0.8023127655347,-6.46480655316175e-08,-0.8023127655347,1.44352145348137e-07,0.0205412576665696,11.8561153235143,0.0051671272625729,0.543550533866971,11.8561153235143,0.0181117340848461,0.104810606480125,0,0,4.96478084922062,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:01
21,-0.785398163397448,-1.5707963267949,-5,10,full_final,5,100001,1.20286616750549,3.14091669862059,28.6850042365924,0.891131127437211,1.27386170462207,3.84404631156784,1.7977,NaN,8.20329433594954e-08,0.802312728078081,-8.20329433594954e-08,-0.802312728078081,2.01304027424451e-07,0.0116999975725547,6.96499654322467,0.00300889738739208,0.316517805379837,6.96499654322467,0.00761233487305298,0.0483630076974509,0,0,3.70535018106339,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:02
22,-0.785398163397448,-1.5707963267949,0,-10,full_final,5,100001,0.852098101755564,3.14102724194458,23.6498078959503,0.606275077845662,1.15088854732935,3.71128618235211,0.9894,NaN,1.39139894280143e-08,0.802312405538813,3.57441753809379e-09,-0.802312405538813,4.95832515274994e-08,0.0117649435523659,6.8004815364294,0.00294829877150092,0.310143197528035,6.8004815364294,0.0129967325044811,0.0753386602311417,0,0,3.06978827619102,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:01
23,-0.785398163397448,-1.5707963267949,0,0,full_final,5,100001,1.14119559059462,3.14152274231395,29.9981860891221,1.42512115333514,2.62169580520019,3.76821627672908,1.4787,NaN,6.05068047112322e-08,0.80231275418787,-6.03219383425326e-08,-0.80231275418787,1.44295043913445e-07,0.020407105576631,11.7714281249917,0.00509770574705105,0.536247810340673,11.7714281249917,0.0162769016037332,0.0940936594945589,0,0,4.73648983738121,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:19
24,-0.785398163397448,-1.5707963267949,0,10,full_final,5,100001,1.20268222030942,3.141016509759,27.5281814755884,0.911375964880186,1.33474687641423,3.82489564509667,1.79335,NaN,8.29565257873613e-08,0.802312728292941,-8.29435416275284e-08,-0.802312728292941,2.18940586304436e-07,0.0162145165526021,10.381266894396,0.00454253068188338,0.47784675154592,10.381266894396,0.00932065276778523,0.0745210671443934,0,0,3.73658882448712,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:10
25,-0.785398163397448,-1.5707963267949,5,-10,full_final,5,100001,0.854014593590454,3.1411999576669,23.2108276366102,0.613090028916228,1.17041754856,3.72190860029382,0.97175,NaN,1.37113499214049e-08,0.802312415481269,6.05776531164291e-09,-0.802312415481269,5.33736701731211e-08,0.0137281493662982,8.33997076765056,0.00367523523603513,0.386612516611187,8.33997076765056,0.0136220010170796,0.0871138605116499,0,0,3.08886462270003,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:28:59
26,-0.785398163397448,-1.5707963267949,5,0,full_final,5,100001,1.09122522486073,3.14124839221396,31.9871676491595,1.34940383169471,2.48949176436516,3.73099116875931,1.50265,NaN,5.09320564890142e-08,0.802312739344496,-4.14861030635306e-08,-0.802312739344496,1.32438052524719e-07,0.0220975261310754,12.7434364914503,0.00552036227786059,0.580708720879481,12.7434364914503,0.0173800397588588,0.100414257810095,0,0,4.56659496880415,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:28:50
27,-0.785398163397448,-1.5707963267949,5,10,full_final,5,100001,1.17471919906622,3.14145259463385,25.868188479559,0.924459043338931,1.40960576723092,3.72113768648552,1.81255,NaN,1.0256826926335e-07,0.802312822034015,-1.02123330719156e-07,-0.802312822034015,1.5258652450377e-07,0.0237126581089848,14.9056994914045,0.00665609494524843,0.700180927836783,14.9056994914045,0.0126809820631212,0.0979866250961642,0,0,3.71142345191947,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:28:40
28,-0.785398163397448,-0.785398163397448,-5,-10,full_final,5,100001,0.992002333237179,3.14111749579283,26.5604103808394,0.713774725403628,1.13181866867255,3.71457191767379,1.65175,NaN,5.43791535048169e-08,0.802312757582173,-3.98526600129249e-08,-0.802312757582173,1.16956438955137e-07,0.0116179981393966,7.60753629590222,0.00334743314895744,0.352129719811436,7.60753629590222,0.0115318347945577,0.0847347557688544,0,0,3.28632500880376,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:28:30
29,-0.785398163397448,-0.785398163397448,-5,0,full_final,5,100001,1.17855335043148,3.14149999716273,30.888209110867,0.721263741067566,1.01475073076497,3.76536539728778,1.703,NaN,5.97691224331242e-08,0.802312756907154,-5.77457051276717e-08,-0.802312756907154,1.33613219798642e-07,0.0134074277445679,8.91614147737559,0.00389448322573182,0.409676078972445,8.91614147737559,0.00637788592969713,0.0606058848851548,0,0,3.32623928114312,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:30:03
30,-0.785398163397448,-0.785398163397448,-5,10,full_final,5,100001,1.47404865104877,3.14102344680036,33.1800520422588,0.53587397871873,0.859871001383802,3.99107043041675,1.20445,NaN,1.84588091394125e-08,0.802312477423751,1.08377759383015e-08,-0.802312477423751,5.01265257961539e-08,0.0100188963541167,6.12473109636094,0.00269135826858784,0.283114610765319,6.12473109636094,0.00473008166945416,0.0343222063438383,0,0,3.06802593644845,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:54
31,-0.785398163397448,-0.785398163397448,0,-10,full_final,5,100001,1.01043814027696,3.140905947156,27.8201749857528,0.685828204201876,1.06680127039817,3.80290462156325,1.6089,NaN,5.2727373415924e-08,0.802312719742156,-3.19468604779856e-08,-0.802312719742156,1.24338860740133e-07,0.00947597767331791,5.59103927488855,0.00243973584830186,0.256645454127742,5.59103927488855,0.0102150972395936,0.0614964828012047,0,0,3.27437587873594,TD3,NaN,mathworks_style_single_run,NaN,17-Jun-2026 11:29:45
